Timestamp,Relative_Time,TYAGA_raw,Valve_KNOPKA_state
2025-01-16 21:25:04.566,19.692,-90842,1
2025-01-16 21:25:04.567,19.693,-90619,1
2025-01-16 21:25:04.568,19.694,-90619,1
2025-01-16 21:25:04.568,19.694,-90619,1
2025-01-16 21:25:04.568,19.694,-90637,1
2025-01-16 21:25:04.676,19.802,-91830,1
2025-01-16 21:25:04.676,19.802,-91830,1
2025-01-16 21:25:04.785,19.911,-92383,1
2025-01-16 21:25:04.786,19.912,-91463,1
2025-01-16 21:25:04.894,20.02,-92393,1
2025-01-16 21:25:04.895,20.021,-92393,1
2025-01-16 21:25:04.895,20.021,-91693,1
2025-01-16 21:25:05.000,20.126,-91693,1
2025-01-16 21:25:05.001,20.127,-90621,1
2025-01-16 21:25:05.001,20.127,-90601,1
2025-01-16 21:25:05.107,20.234,-90701,1
2025-01-16 21:25:05.216,20.343,-91819,1
2025-01-16 21:25:05.217,20.344,-91594,1
2025-01-16 21:25:05.324,20.451,-90401,1
2025-01-16 21:25:05.324,20.451,-91429,1
2025-01-16 21:25:05.433,20.559,-90342,1
2025-01-16 21:25:05.433,20.559,-91257,1
2025-01-16 21:25:05.541,20.667,-92192,1
2025-01-16 21:25:05.651,20.777,-91995,1
2025-01-16 21:25:05.651,20.778,-90963,1
2025-01-16 21:25:05.760,20.886,-92120,1
2025-01-16 21:25:05.868,20.994,-91093,1
2025-01-16 21:25:05.974,21.1,-90415,1
2025-01-16 21:25:06.078,21.204,-90415,1
2025-01-16 21:25:06.184,21.31,-91161,1
2025-01-16 21:25:06.185,21.311,-92075,1
2025-01-16 21:25:06.290,21.416,-92055,1
2025-01-16 21:25:06.394,21.52,-91115,1
2025-01-16 21:25:06.498,21.624,-92250,1
2025-01-16 21:25:06.612,21.738,-91041,1
2025-01-16 21:25:06.713,21.839,-90501,1
2025-01-16 21:25:06.814,21.941,-90866,1
2025-01-16 21:25:06.924,22.05,-90401,1
2025-01-16 21:25:07.025,22.151,-90684,1
2025-01-16 21:25:07.126,22.252,-90684,1
2025-01-16 21:25:07.236,22.362,-90684,1
2025-01-16 21:25:07.236,22.362,-91985,1
2025-01-16 21:25:07.237,22.363,-92288,1
2025-01-16 21:25:07.438,22.564,-91276,1
2025-01-16 21:25:07.547,22.674,-92402,1
2025-01-16 21:25:07.651,22.777,-91512,1
2025-01-16 21:25:07.762,22.888,-90580,1
2025-01-16 21:25:07.762,22.888,-90775,1
2025-01-16 21:25:07.964,23.09,-91918,1
2025-01-16 21:25:08.066,23.192,-90651,1
2025-01-16 21:25:08.172,23.298,-91584,1
2025-01-16 21:25:08.275,23.401,-90766,1
2025-01-16 21:25:08.275,23.401,-90766,1
2025-01-16 21:25:08.384,23.51,-91638,1
2025-01-16 21:25:08.490,23.617,-92340,1
2025-01-16 21:25:08.600,23.726,-91718,1
2025-01-16 21:25:08.709,23.835,-90786,1
2025-01-16 21:25:08.811,23.937,-90525,1
2025-01-16 21:25:08.914,24.04,-90863,1
2025-01-16 21:25:09.023,24.149,-90265,1
2025-01-16 21:25:09.128,24.254,-91346,1
2025-01-16 21:25:09.235,24.361,-92248,1
2025-01-16 21:25:09.339,24.465,-91852,1
2025-01-16 21:25:09.339,24.465,-91852,1
2025-01-16 21:25:09.453,24.579,-91852,1
2025-01-16 21:25:09.453,24.579,-92224,1
2025-01-16 21:25:09.561,24.687,-92048,1
2025-01-16 21:25:09.666,24.792,-91046,1
2025-01-16 21:25:09.773,24.9,-92227,1
2025-01-16 21:25:09.875,25.001,-91167,1
2025-01-16 21:25:09.975,25.102,-90499,1
2025-01-16 21:25:10.078,25.205,-90892,1
2025-01-16 21:25:10.182,25.309,-90570,1
2025-01-16 21:25:10.291,25.417,-90956,1
2025-01-16 21:25:10.414,25.54,-90460,1
2025-01-16 21:25:10.522,25.648,-90910,1
2025-01-16 21:25:10.523,25.649,-90910,1
2025-01-16 21:25:10.631,25.757,-91883,1
2025-01-16 21:25:10.736,25.862,-92364,1
2025-01-16 21:25:10.843,25.969,-91605,1
2025-01-16 21:25:10.956,26.082,-90515,1
2025-01-16 21:25:11.066,26.192,-90761,1
2025-01-16 21:25:11.067,26.193,-91856,1
2025-01-16 21:25:11.173,26.3,-92266,1
2025-01-16 21:25:11.391,26.517,-91738,1
2025-01-16 21:25:11.392,26.518,-92320,1
2025-01-16 21:25:11.498,26.624,-91660,1
2025-01-16 21:25:11.607,26.733,-91660,1
2025-01-16 21:25:11.711,26.837,-91660,1
2025-01-16 21:25:11.711,26.837,-92205,1
2025-01-16 21:25:11.814,26.94,-90486,1
2025-01-16 21:25:11.918,27.044,-90558,1
2025-01-16 21:25:12.025,27.151,-90711,1
2025-01-16 21:25:12.129,27.255,-90672,1
2025-01-16 21:25:12.229,27.355,-91016,1
2025-01-16 21:25:12.335,27.461,-92838,1
2025-01-16 21:25:12.495,27.621,-93005,1
2025-01-16 21:25:12.495,27.621,-92713,1
2025-01-16 21:25:12.610,27.736,-94414,1
2025-01-16 21:25:12.720,27.846,-99495,1
2025-01-16 21:25:12.821,27.947,-99495,1
2025-01-16 21:25:12.924,28.05,-101172,1
2025-01-16 21:25:12.925,28.051,-85244,1
2025-01-16 21:25:13.029,28.155,-80300,1
2025-01-16 21:25:13.140,28.266,-77564,1
2025-01-16 21:25:13.250,28.376,-79935,1
2025-01-16 21:25:13.358,28.484,-89585,1
2025-01-16 21:25:13.588,28.714,-82069,1
2025-01-16 21:25:13.589,28.715,-83441,1
2025-01-16 21:25:13.718,28.844,-70188,1
2025-01-16 21:25:13.821,28.947,-63194,1
2025-01-16 21:25:13.821,28.947,-63194,1
2025-01-16 21:25:13.922,29.048,-63194,1
2025-01-16 21:25:13.922,29.048,-66374,1
2025-01-16 21:25:14.025,29.151,-41157,1
2025-01-16 21:25:14.129,29.256,-67770,1
2025-01-16 21:25:14.243,29.369,-41923,1
2025-01-16 21:25:14.351,29.477,-36777,1
2025-01-16 21:25:14.458,29.585,-35068,1
2025-01-16 21:25:14.568,29.694,-17558,1
2025-01-16 21:25:14.675,29.801,-20130,1
2025-01-16 21:25:14.786,29.912,-30838,1
2025-01-16 21:25:14.913,30.039,-33317,1
2025-01-16 21:25:14.913,30.039,-22307,1
2025-01-16 21:25:15.016,30.142,-22307,1
2025-01-16 21:25:15.126,30.252,-3836,1
2025-01-16 21:25:15.234,30.36,28416,1
2025-01-16 21:25:15.234,30.36,39620,1
2025-01-16 21:25:15.343,30.469,56840,1
2025-01-16 21:25:15.470,30.597,79524,1
2025-01-16 21:25:15.574,30.7,96652,1
2025-01-16 21:25:15.683,30.809,84307,1
2025-01-16 21:25:15.791,30.917,42366,1
2025-01-16 21:25:15.900,31.026,68938,1
2025-01-16 21:25:16.038,31.164,43125,1
2025-01-16 21:25:16.038,31.164,43125,1
2025-01-16 21:25:16.143,31.269,43125,1
2025-01-16 21:25:16.143,31.269,30508,1
2025-01-16 21:25:16.255,31.381,45157,1
2025-01-16 21:25:16.363,31.489,63342,1
2025-01-16 21:25:16.470,31.597,55014,1
2025-01-16 21:25:16.605,31.731,73997,1
2025-01-16 21:25:16.717,31.844,111997,1
2025-01-16 21:25:16.717,31.844,161205,1
2025-01-16 21:25:16.825,31.951,208124,1
2025-01-16 21:25:17.069,32.195,114264,1
2025-01-16 21:25:17.069,32.195,4676,1
2025-01-16 21:25:17.179,32.305,-7416,1
2025-01-16 21:25:17.287,32.414,-7416,1
2025-01-16 21:25:17.288,32.415,-13160,1
2025-01-16 21:25:17.433,32.559,-1548,1
2025-01-16 21:25:17.533,32.659,-16908,1
2025-01-16 21:25:17.640,32.766,-1944,1
2025-01-16 21:25:17.749,32.875,-14493,1
2025-01-16 21:25:17.859,32.985,-17270,1
2025-01-16 21:25:17.965,33.092,-12756,1
2025-01-16 21:25:18.100,33.226,28170,1
2025-01-16 21:25:18.100,33.226,60316,1
2025-01-16 21:25:18.214,33.34,62256,1
2025-01-16 21:25:18.322,33.449,62256,1
2025-01-16 21:25:18.322,33.449,86835,1
2025-01-16 21:25:18.429,33.556,86835,1
2025-01-16 21:25:18.429,33.556,103885,1
2025-01-16 21:25:18.559,33.685,133171,1
2025-01-16 21:25:18.660,33.786,119970,1
2025-01-16 21:25:18.768,33.895,123621,1
2025-01-16 21:25:18.878,34.004,143859,1
2025-01-16 21:25:18.987,34.113,113160,1
2025-01-16 21:25:19.111,34.237,46206,1
2025-01-16 21:25:19.215,34.341,48471,1
2025-01-16 21:25:19.324,34.45,68188,1
2025-01-16 21:25:19.432,34.558,95161,1
2025-01-16 21:25:19.432,34.558,95161,1
2025-01-16 21:25:19.542,34.668,108752,1
2025-01-16 21:25:19.673,34.799,145076,1
2025-01-16 21:25:19.673,34.799,218886,1
2025-01-16 21:25:19.774,34.9,156564,1
2025-01-16 21:25:19.992,35.118,22812,1
2025-01-16 21:25:19.992,35.118,-3033,1
2025-01-16 21:25:20.100,35.226,-11126,1
2025-01-16 21:25:20.229,35.355,-20205,1
2025-01-16 21:25:20.328,35.455,-14511,1
2025-01-16 21:25:20.431,35.557,-21599,1
2025-01-16 21:25:20.533,35.66,-21823,1
2025-01-16 21:25:20.634,35.76,-21823,1
2025-01-16 21:25:20.635,35.761,-21823,1
2025-01-16 21:25:20.735,35.861,-23441,1
2025-01-16 21:25:20.735,35.861,-22809,1
2025-01-16 21:25:20.975,36.101,-22452,1
2025-01-16 21:25:20.976,36.102,-23611,1
2025-01-16 21:25:21.079,36.206,-2099914,1
2025-01-16 21:25:21.183,36.31,-24265,1
2025-01-16 21:25:21.288,36.414,-24341,1
2025-01-16 21:25:21.390,36.516,-23332,1
2025-01-16 21:25:21.529,36.655,-22605,1
2025-01-16 21:25:21.633,36.759,-22565,1
2025-01-16 21:25:21.741,36.867,-22565,1
2025-01-16 21:25:21.741,36.867,-23789,1
2025-01-16 21:25:21.842,36.968,-24752,1
2025-01-16 21:25:21.977,37.104,-24119,1
2025-01-16 21:25:22.079,37.205,-24528,1
2025-01-16 21:25:22.188,37.314,-23927,1
2025-01-16 21:25:22.296,37.422,-24418,1
2025-01-16 21:25:22.403,37.53,-22495,1
2025-01-16 21:25:22.534,37.66,-22990,1
2025-01-16 21:25:22.635,37.761,-23049,1
2025-01-16 21:25:22.736,37.862,-23054,1
