Timestamp,Relative_Time,TYAGA_raw (kg),TYAGA_processed (kg),FT_F01_raw (rpm)
2025-02-11 15:18:34.760,30.648,57494,1327.79,1303.611
2025-02-11 15:18:34.760,30.648,57494,1327.79,1303.611
2025-02-11 15:18:34.761,30.649,57383,1326.81,1303.611
2025-02-11 15:18:34.866,30.754,57304,1326.1,1303.611
2025-02-11 15:18:34.974,30.862,57304,1326.1,1303.611
2025-02-11 15:18:34.975,30.863,57460,1327.49,1303.611
2025-02-11 15:18:35.084,30.972,57460,1327.49,1303.611
2025-02-11 15:18:35.085,30.973,57488,1327.74,1303.611
2025-02-11 15:18:35.193,31.082,57488,1327.74,1303.611
2025-02-11 15:18:35.193,31.082,57488,1327.74,1303.611
2025-02-11 15:18:35.194,31.083,57609,1328.82,1303.611
2025-02-11 15:18:35.194,31.083,57609,1328.82,1303.611
2025-02-11 15:18:35.303,31.191,57609,1328.82,1200.913
2025-02-11 15:18:35.304,31.192,57609,1328.82,1200.913
2025-02-11 15:18:35.409,31.297,57602,1328.75,1200.913
2025-02-11 15:18:35.520,31.408,57602,1328.75,1200.913
2025-02-11 15:18:35.522,31.41,57492,1327.78,1200.913
2025-02-11 15:18:35.522,31.41,57492,1327.78,1200.913
2025-02-11 15:18:35.523,31.411,57492,1327.78,1200.913
2025-02-11 15:18:35.629,31.518,57260,1325.71,1200.913
2025-02-11 15:18:35.630,31.519,57260,1325.71,1200.913
2025-02-11 15:18:35.630,31.519,57260,1325.71,1158.48
2025-02-11 15:18:35.630,31.519,57392,1326.89,1158.48
2025-02-11 15:18:35.737,31.625,57392,1326.89,1158.48
2025-02-11 15:18:35.737,31.626,57218,1325.34,1158.48
2025-02-11 15:18:35.847,31.735,57540,1328.2,1158.48
2025-02-11 15:18:35.957,31.846,57540,1328.2,1158.48
2025-02-11 15:18:35.958,31.847,57157,1324.79,1158.48
2025-02-11 15:18:36.067,31.955,57157,1324.79,1158.48
2025-02-11 15:18:36.067,31.955,57157,1324.79,1158.48
2025-02-11 15:18:36.068,31.956,57473,1327.61,1158.48
2025-02-11 15:18:36.068,31.956,57473,1327.61,1158.48
2025-02-11 15:18:36.069,31.957,57473,1327.61,1114.951
2025-02-11 15:18:36.176,32.064,57336,1326.39,1114.951
2025-02-11 15:18:36.176,32.064,57336,1326.39,1114.951
2025-02-11 15:18:36.283,32.171,57336,1326.39,1114.951
2025-02-11 15:18:36.389,32.278,57201,1325.19,1114.951
2025-02-11 15:18:36.391,32.279,57201,1325.19,1114.951
2025-02-11 15:18:36.498,32.386,57460,1327.49,1114.951
2025-02-11 15:18:36.500,32.388,57460,1327.49,1089.8
2025-02-11 15:18:36.606,32.494,57114,1324.41,1089.8
2025-02-11 15:18:36.606,32.494,57114,1324.41,1089.8
2025-02-11 15:18:36.714,32.602,57291,1325.99,1089.8
2025-02-11 15:18:36.714,32.602,57291,1325.99,1089.8
2025-02-11 15:18:36.822,32.71,57283,1325.92,1089.8
2025-02-11 15:18:36.825,32.713,57283,1325.92,1089.8
2025-02-11 15:18:36.827,32.715,57283,1325.92,1089.8
2025-02-11 15:18:36.931,32.82,63664,1382.7,1089.8
2025-02-11 15:18:36.931,32.82,63664,1382.7,1072.846
2025-02-11 15:18:36.932,32.821,63664,1382.7,1072.846
2025-02-11 15:18:37.038,32.926,46336,1228.5,1072.846
2025-02-11 15:18:37.039,32.927,46336,1228.5,1072.846
2025-02-11 15:18:37.039,32.927,50832,1268.51,1072.846
2025-02-11 15:18:37.146,33.034,-8656,739.13,1072.846
2025-02-11 15:18:37.253,33.142,-8656,739.13,1072.846
