Timestamp;Relative_Time;PT-F03_raw (mV);PT-F03_processed (atm);HPL4_raw
2025-05-20 07:59:28.703;9.276;0.8735001;-0.36;-17847
2025-05-20 07:59:28.704;9.277;0.8735001;-0.36;-17847
2025-05-20 07:59:28.704;9.277;0.8735001;-0.36;-17847
2025-05-20 07:59:28.704;9.277;0.8735001;-0.36;-17847
2025-05-20 07:59:28.704;9.277;0.8735001;-0.36;-17847
2025-05-20 07:59:28.704;9.277;0.8735001;-0.36;-17839
2025-05-20 07:59:28.704;9.277;0.8735001;-0.36;-17839
2025-05-20 07:59:28.704;9.277;0.8735001;-0.36;-17839
2025-05-20 07:59:28.705;9.278;0.8735001;-0.36;-17839
2025-05-20 07:59:28.705;9.278;0.8735001;-0.36;-17839
2025-05-20 07:59:28.705;9.278;0.8735001;-0.36;-17843
2025-05-20 07:59:28.705;9.278;0.8735001;-0.36;-17843
2025-05-20 07:59:28.705;9.278;0.8735001;-0.36;-17843
2025-05-20 07:59:28.705;9.278;0.8723751;-0.38;-17843
2025-05-20 07:59:28.706;9.279;0.8723751;-0.38;-17843
2025-05-20 07:59:28.706;9.279;0.8723751;-0.38;-17843
2025-05-20 07:59:28.706;9.279;0.8723751;-0.38;-17843
2025-05-20 07:59:28.706;9.279;0.8723751;-0.38;-17876
2025-05-20 07:59:28.706;9.279;0.8723751;-0.38;-17876
2025-05-20 07:59:28.706;9.279;0.8723751;-0.38;-17876
2025-05-20 07:59:28.706;9.279;0.8723751;-0.38;-17876
2025-05-20 07:59:28.706;9.279;0.8723751;-0.38;-17876
2025-05-20 07:59:28.708;9.281;0.8723751;-0.38;-17876
2025-05-20 07:59:28.708;9.281;0.8723751;-0.38;-17876
2025-05-20 07:59:28.708;9.281;0.8723751;-0.38;-17902
2025-05-20 07:59:28.708;9.281;0.8723751;-0.38;-17902
2025-05-20 07:59:28.708;9.281;0.8723751;-0.38;-17902
2025-05-20 07:59:28.708;9.281;0.8723751;-0.38;-17902
2025-05-20 07:59:28.709;9.282;0.8723751;-0.38;-17902
2025-05-20 07:59:28.709;9.282;0.8723751;-0.38;-17902
2025-05-20 07:59:28.709;9.282;0.8723751;-0.38;-17902
2025-05-20 07:59:28.709;9.282;0.8723751;-0.38;-17902
2025-05-20 07:59:28.709;9.282;0.8723751;-0.38;-17902
2025-05-20 07:59:28.709;9.282;0.8723751;-0.38;-17874
2025-05-20 07:59:28.710;9.283;0.873625;-0.36;-17874
2025-05-20 07:59:28.710;9.283;0.873625;-0.36;-17874
2025-05-20 07:59:28.710;9.283;0.873625;-0.36;-17874
2025-05-20 07:59:28.710;9.283;0.873625;-0.36;-17874
2025-05-20 07:59:28.710;9.283;0.873625;-0.36;-17874
2025-05-20 07:59:28.710;9.283;0.873625;-0.36;-17874
2025-05-20 07:59:28.711;9.284;0.873625;-0.36;-17981
2025-05-20 07:59:28.711;9.284;0.873625;-0.36;-17981
2025-05-20 07:59:28.711;9.284;0.873625;-0.36;-17981
2025-05-20 07:59:28.711;9.284;0.873625;-0.36;-17981
2025-05-20 07:59:28.711;9.284;0.873625;-0.36;-17981
2025-05-20 07:59:28.711;9.284;0.873625;-0.36;-17981
2025-05-20 07:59:28.711;9.284;0.873625;-0.36;-17981
2025-05-20 07:59:28.712;9.285;0.873625;-0.36;-17840
2025-05-20 07:59:28.712;9.285;0.873625;-0.36;-17840
2025-05-20 07:59:28.712;9.285;0.873625;-0.36;-17840
2025-05-20 07:59:28.712;9.285;0.873625;-0.36;-17840
2025-05-20 07:59:28.712;9.285;0.873625;-0.36;-17840
2025-05-20 07:59:28.712;9.285;0.873625;-0.36;-17840
2025-05-20 07:59:28.713;9.286;0.873625;-0.36;-17840
2025-05-20 07:59:28.713;9.286;0.873625;-0.36;-17840
2025-05-20 07:59:28.713;9.286;0.873625;-0.36;-17806
2025-05-20 07:59:28.822;9.395;0.8700001;-0.42;-17806
2025-05-20 07:59:28.822;9.395;0.8700001;-0.42;-17806
2025-05-20 07:59:28.822;9.395;0.8700001;-0.42;-17806
2025-05-20 07:59:28.932;9.505;0.8700001;-0.42;-17806
2025-05-20 07:59:28.932;9.505;0.8700001;-0.42;-17806
2025-05-20 07:59:29.033;9.606;0.8700001;-0.42;-17801
2025-05-20 07:59:29.034;9.607;0.8700001;-0.42;-17801
2025-05-20 07:59:29.034;9.607;0.8700001;-0.42;-17801
2025-05-20 07:59:29.135;9.708;0.8700001;-0.42;-17801
2025-05-20 07:59:29.135;9.708;0.8700001;-0.42;-17801
2025-05-20 07:59:29.135;9.708;0.8700001;-0.42;-17801
2025-05-20 07:59:29.135;9.708;0.8700001;-0.42;-17801
2025-05-20 07:59:29.243;9.816;0.8700001;-0.42;-17801
2025-05-20 07:59:29.243;9.816;0.8700001;-0.42;-17805
2025-05-20 07:59:29.348;9.921;0.8700001;-0.42;-17805
2025-05-20 07:59:29.348;9.921;0.8700001;-0.42;-17805
2025-05-20 07:59:29.348;9.921;0.8700001;-0.42;-17805
