datetime,weight_kg
2025-07-05 14:42:08,0
2025-07-05 14:42:08,0
2025-07-05 14:42:08,0
2025-07-05 14:42:08,0
2025-07-05 14:42:08,0
2025-07-05 14:42:08,0
2025-07-05 14:42:09,0
2025-07-05 14:42:09,0
2025-07-05 14:42:09,0
2025-07-05 14:42:09,0
2025-07-05 14:42:09,0
2025-07-05 14:42:09,0.88
2025-07-05 14:42:09,1.1
2025-07-05 14:42:09,1.1
2025-07-05 14:42:09,0.92
2025-07-05 14:42:10,0.9
2025-07-05 14:42:10,0.92
2025-07-05 14:42:10,1
2025-07-05 14:42:10,0.92
2025-07-05 14:42:10,0.9
2025-07-05 14:42:10,0.9
2025-07-05 14:42:10,0.9
2025-07-05 14:42:10,0.9
2025-07-05 14:42:10,0.9
2025-07-05 14:42:11,0.9
2025-07-05 14:42:11,0.9
2025-07-05 14:42:11,0.9
2025-07-05 14:42:11,0.9
2025-07-05 14:42:11,0.9
2025-07-05 14:42:11,0.9
2025-07-05 14:42:11,0.9
2025-07-05 14:42:11,0.92
2025-07-05 14:42:11,0.92
2025-07-05 14:42:12,0.92
2025-07-05 14:42:12,0.92
2025-07-05 14:42:12,0.92
2025-07-05 14:42:12,0.92
2025-07-05 14:42:12,0.92
2025-07-05 14:42:12,0.92
2025-07-05 14:42:12,0.92
2025-07-05 14:42:12,0.92
2025-07-05 14:42:12,1
2025-07-05 14:42:13,1
2025-07-05 14:42:13,1.02
2025-07-05 14:42:13,1.02
2025-07-05 14:42:13,1.02
2025-07-05 14:42:13,1.02
2025-07-05 14:42:13,1.02
2025-07-05 14:42:13,1.02
2025-07-05 14:42:13,1.02
2025-07-05 14:42:13,1.02
2025-07-05 14:42:13,1.02
2025-07-05 14:42:14,1.02
2025-07-05 14:42:14,1.02
2025-07-05 14:42:14,1.04
2025-07-05 14:42:14,1.04
2025-07-05 14:42:14,1.04
2025-07-05 14:42:14,1.04
2025-07-05 14:42:14,1.04
2025-07-05 14:42:14,1.04
2025-07-05 14:42:14,1.04
2025-07-05 14:42:15,1.04
2025-07-05 14:42:15,1.04
2025-07-05 14:42:15,1.06
2025-07-05 14:42:15,1.06
2025-07-05 14:42:15,1.06
2025-07-05 14:42:15,1.08
2025-07-05 14:42:15,1.08
2025-07-05 14:42:15,1.08
2025-07-05 14:42:15,1.08
2025-07-05 14:42:16,1.08
2025-07-05 14:42:16,1.08
2025-07-05 14:42:16,1.08
2025-07-05 14:42:16,1.08
2025-07-05 14:42:16,1.08
2025-07-05 14:42:16,1.16
2025-07-05 14:42:16,1.18
2025-07-05 14:42:16,1.18
2025-07-05 14:42:16,1.18
2025-07-05 14:42:17,1.2
2025-07-05 14:42:17,1.2
2025-07-05 14:42:17,1.2
2025-07-05 14:42:17,1.2
2025-07-05 14:42:17,1.2
2025-07-05 14:42:17,1.2
2025-07-05 14:42:17,1.22
2025-07-05 14:42:17,1.22
2025-07-05 14:42:17,1.22
2025-07-05 14:42:18,1.22
2025-07-05 14:42:18,1.22
2025-07-05 14:42:18,1.22
2025-07-05 14:42:18,1.24
2025-07-05 14:42:18,1.24
2025-07-05 14:42:18,1.24
2025-07-05 14:42:18,1.24
2025-07-05 14:42:18,1.24
2025-07-05 14:42:18,1.24
2025-07-05 14:42:19,1.26
2025-07-05 14:42:19,1.26
2025-07-05 14:42:19,1.26
2025-07-05 14:42:19,1.26
2025-07-05 14:42:19,1.26
2025-07-05 14:42:19,1.26
2025-07-05 14:42:19,1.26
2025-07-05 14:42:19,1.26
2025-07-05 14:42:19,1.26
2025-07-05 14:42:20,1.26
2025-07-05 14:42:20,1.34
2025-07-05 14:42:20,1.34
2025-07-05 14:42:20,1.34
2025-07-05 14:42:20,1.34
2025-07-05 14:42:20,1.34
2025-07-05 14:42:20,1.34
2025-07-05 14:42:20,1.36
2025-07-05 14:42:20,1.36
2025-07-05 14:42:21,1.36
2025-07-05 14:42:21,1.36
2025-07-05 14:42:21,1.36
2025-07-05 14:42:21,1.36
2025-07-05 14:42:21,1.36
2025-07-05 14:42:21,1.36
2025-07-05 14:42:21,1.36
2025-07-05 14:42:21,1.36
2025-07-05 14:42:21,1.36
2025-07-05 14:42:22,1.36
2025-07-05 14:42:22,1.36
2025-07-05 14:42:22,1.36
2025-07-05 14:42:22,1.36
2025-07-05 14:42:22,1.36
2025-07-05 14:42:22,1.36
2025-07-05 14:42:22,1.36
2025-07-05 14:42:22,1.36
2025-07-05 14:42:22,1.36
2025-07-05 14:42:23,1.36
2025-07-05 14:42:23,1.36
2025-07-05 14:42:23,1.36
2025-07-05 14:42:23,1.36
2025-07-05 14:42:23,1.38
2025-07-05 14:42:23,1.38
2025-07-05 14:42:23,1.38
2025-07-05 14:42:23,1.38
