Timestamp,Relative_Time,FT_F01_Hz
2025-07-05 13:03:16.906,156.636,0
2025-07-05 13:03:16.906,156.636,0
2025-07-05 13:03:16.906,156.636,0
2025-07-05 13:03:16.906,156.636,0
2025-07-05 13:03:16.907,156.638,0
2025-07-05 13:03:16.907,156.638,0
2025-07-05 13:03:16.907,156.638,0
2025-07-05 13:03:16.907,156.638,0
2025-07-05 13:03:16.907,156.638,0
2025-07-05 13:03:16.907,156.638,0
2025-07-05 13:03:16.907,156.638,201.4504
2025-07-05 13:03:16.907,156.638,201.4504
2025-07-05 13:03:16.953,156.683,201.4504
2025-07-05 13:03:16.953,156.683,201.4504
2025-07-05 13:03:16.953,156.683,201.4504
2025-07-05 13:03:16.953,156.683,201.4504
2025-07-05 13:03:16.954,156.684,201.4504
2025-07-05 13:03:16.954,156.684,201.4504
2025-07-05 13:03:16.954,156.684,201.4504
2025-07-05 13:03:16.954,156.684,201.4504
2025-07-05 13:03:16.954,156.684,201.4504
2025-07-05 13:03:16.954,156.684,201.4504
2025-07-05 13:03:17.001,156.731,201.4504
2025-07-05 13:03:17.001,156.731,201.4504
2025-07-05 13:03:17.049,156.78,201.4504
2025-07-05 13:03:17.050,156.78,201.4504
2025-07-05 13:03:17.097,156.827,201.4504
2025-07-05 13:03:17.097,156.827,201.4504
2025-07-05 13:03:17.097,156.827,201.4504
2025-07-05 13:03:17.097,156.827,201.4504
2025-07-05 13:03:17.097,156.827,201.4504
2025-07-05 13:03:17.097,156.827,201.4504
2025-07-05 13:03:17.097,156.827,201.4504
2025-07-05 13:03:17.145,156.875,201.4504
2025-07-05 13:03:17.145,156.875,201.4504
2025-07-05 13:03:17.145,156.875,201.4504
2025-07-05 13:03:17.145,156.875,201.4504
2025-07-05 13:03:17.145,156.875,201.4504
2025-07-05 13:03:17.147,156.877,201.4504
2025-07-05 13:03:17.147,156.877,201.4504
2025-07-05 13:03:17.147,156.877,201.4504
2025-07-05 13:03:17.192,156.922,201.4504
2025-07-05 13:03:17.192,156.922,201.4504
2025-07-05 13:03:17.192,156.922,201.4504
2025-07-05 13:03:17.192,156.922,201.4504
2025-07-05 13:03:17.193,156.923,201.4504
2025-07-05 13:03:17.193,156.923,201.4504
2025-07-05 13:03:17.211,156.941,201.4504
2025-07-05 13:03:17.223,156.953,201.4504
2025-07-05 13:03:17.286,157.016,201.4504
2025-07-05 13:03:17.316,157.047,201.4504
2025-07-05 13:03:17.316,157.047,201.4504
2025-07-05 13:03:17.316,157.047,201.4504
2025-07-05 13:03:17.316,157.047,201.4504
2025-07-05 13:03:17.316,157.047,201.4504
2025-07-05 13:03:17.316,157.047,201.4504
2025-07-05 13:03:17.316,157.047,201.4504
2025-07-05 13:03:17.318,157.048,704.2253
2025-07-05 13:03:17.318,157.048,704.2253
2025-07-05 13:03:17.318,157.048,704.2253
2025-07-05 13:03:17.318,157.048,704.2253
2025-07-05 13:03:17.318,157.048,704.2253
2025-07-05 13:03:17.318,157.048,704.2253
2025-07-05 13:03:17.318,157.048,704.2253
2025-07-05 13:03:17.363,157.093,704.2253
2025-07-05 13:03:17.363,157.093,704.2253
2025-07-05 13:03:17.364,157.094,704.2253
2025-07-05 13:03:17.364,157.094,704.2253
2025-07-05 13:03:17.364,157.094,704.2253
2025-07-05 13:03:17.410,157.14,704.2253
2025-07-05 13:03:17.458,157.188,704.2253
2025-07-05 13:03:17.458,157.188,704.2253
2025-07-05 13:03:17.458,157.188,704.2253
2025-07-05 13:03:17.458,157.188,704.2253
2025-07-05 13:03:17.458,157.188,704.2253
2025-07-05 13:03:17.504,157.235,704.2253
2025-07-05 13:03:17.504,157.235,704.2253
2025-07-05 13:03:17.552,157.282,704.2253
2025-07-05 13:03:17.552,157.282,704.2253
2025-07-05 13:03:17.552,157.282,704.2253
2025-07-05 13:03:17.552,157.282,704.2253
2025-07-05 13:03:17.552,157.282,704.2253
2025-07-05 13:03:17.552,157.282,704.2253
2025-07-05 13:03:17.553,157.283,704.2253
2025-07-05 13:03:17.553,157.283,704.2253
2025-07-05 13:03:17.553,157.283,704.2253
2025-07-05 13:03:17.553,157.283,704.2253
2025-07-05 13:03:17.600,157.33,704.2253
2025-07-05 13:03:17.600,157.33,704.2253
2025-07-05 13:03:17.601,157.331,704.2253
2025-07-05 13:03:17.601,157.331,704.2253
2025-07-05 13:03:17.601,157.331,704.2253
2025-07-05 13:03:17.601,157.331,704.2253
2025-07-05 13:03:17.647,157.377,704.2253
2025-07-05 13:03:17.648,157.379,704.2253
2025-07-05 13:03:17.694,157.424,704.2253
2025-07-05 13:03:17.741,157.471,704.2253
2025-07-05 13:03:17.741,157.471,704.2253
2025-07-05 13:03:17.741,157.471,704.2253
2025-07-05 13:03:17.741,157.471,704.2253
2025-07-05 13:03:17.741,157.471,704.2253
2025-07-05 13:03:17.741,157.471,704.2253
2025-07-05 13:03:17.741,157.471,704.2253
2025-07-05 13:03:17.741,157.471,704.2253
2025-07-05 13:03:17.741,157.471,704.2253
2025-07-05 13:03:17.742,157.472,704.2253
2025-07-05 13:03:17.742,157.472,704.2253
2025-07-05 13:03:17.742,157.472,704.2253
