Timestamp,Relative_Time,FT_L01_Hz
2025-07-05 14:42:08.582,714.346,0
2025-07-05 14:42:08.582,714.346,0
2025-07-05 14:42:08.627,714.391,0
2025-07-05 14:42:08.627,714.391,0
2025-07-05 14:42:08.627,714.391,0
2025-07-05 14:42:08.627,714.391,0
2025-07-05 14:42:08.627,714.391,0
2025-07-05 14:42:08.627,714.391,0
2025-07-05 14:42:08.674,714.438,0
2025-07-05 14:42:08.674,714.438,0
2025-07-05 14:42:08.674,714.438,0
2025-07-05 14:42:08.674,714.438,0
2025-07-05 14:42:08.674,714.438,0
2025-07-05 14:42:08.674,714.438,743.9922
2025-07-05 14:42:08.722,714.486,743.9922
2025-07-05 14:42:08.723,714.487,743.9922
2025-07-05 14:42:08.723,714.487,743.9922
2025-07-05 14:42:08.770,714.534,743.9922
2025-07-05 14:42:08.770,714.534,743.9922
2025-07-05 14:42:08.770,714.534,743.9922
2025-07-05 14:42:08.770,714.534,743.9922
2025-07-05 14:42:08.770,714.534,743.9922
2025-07-05 14:42:08.817,714.581,743.9922
2025-07-05 14:42:08.817,714.581,743.9922
2025-07-05 14:42:08.817,714.581,743.9922
2025-07-05 14:42:08.817,714.581,743.9922
2025-07-05 14:42:08.818,714.583,743.9922
2025-07-05 14:42:08.818,714.583,743.9922
2025-07-05 14:42:08.818,714.583,743.9922
2025-07-05 14:42:08.818,714.583,743.9922
2025-07-05 14:42:08.818,714.583,743.9922
2025-07-05 14:42:08.818,714.583,743.9922
2025-07-05 14:42:08.818,714.583,743.9922
2025-07-05 14:42:08.818,714.583,743.9922
2025-07-05 14:42:08.864,714.628,743.9922
2025-07-05 14:42:08.910,714.674,743.9922
2025-07-05 14:42:08.958,714.722,743.9922
2025-07-05 14:42:08.958,714.722,743.9922
2025-07-05 14:42:08.958,714.722,743.9922
2025-07-05 14:42:08.959,714.723,743.9922
2025-07-05 14:42:08.959,714.723,743.9922
2025-07-05 14:42:08.959,714.723,743.9922
2025-07-05 14:42:09.004,714.768,743.9922
2025-07-05 14:42:09.004,714.768,743.9922
2025-07-05 14:42:09.004,714.768,743.9922
2025-07-05 14:42:09.004,714.768,743.9922
2025-07-05 14:42:09.004,714.768,743.9922
2025-07-05 14:42:09.004,714.768,743.9922
2025-07-05 14:42:09.004,714.768,743.9922
2025-07-05 14:42:09.005,714.769,743.9922
2025-07-05 14:42:09.005,714.769,743.9922
2025-07-05 14:42:09.052,714.817,743.9922
2025-07-05 14:42:09.052,714.817,743.9922
2025-07-05 14:42:09.053,714.817,743.9922
2025-07-05 14:42:09.053,714.817,743.9922
2025-07-05 14:42:09.100,714.864,743.9922
2025-07-05 14:42:09.100,714.864,743.9922
2025-07-05 14:42:09.100,714.864,743.9922
2025-07-05 14:42:09.100,714.864,743.9922
2025-07-05 14:42:09.101,714.865,743.9922
2025-07-05 14:42:09.101,714.865,743.9922
2025-07-05 14:42:09.101,714.865,726.8498
2025-07-05 14:42:09.147,714.912,726.8498
2025-07-05 14:42:09.173,714.937,726.8498
2025-07-05 14:42:09.179,714.943,726.8498
2025-07-05 14:42:09.179,714.943,726.8498
2025-07-05 14:42:09.179,714.943,726.8498
2025-07-05 14:42:09.179,714.943,726.8498
2025-07-05 14:42:09.179,714.943,726.8498
2025-07-05 14:42:09.180,714.944,726.8498
2025-07-05 14:42:09.180,714.944,726.8498
2025-07-05 14:42:09.210,714.974,726.8498
2025-07-05 14:42:09.210,714.974,726.8498
2025-07-05 14:42:09.210,714.974,726.8498
2025-07-05 14:42:09.210,714.974,726.8498
2025-07-05 14:42:09.211,714.975,726.8498
2025-07-05 14:42:09.211,714.975,726.8498
2025-07-05 14:42:09.211,714.975,726.8498
2025-07-05 14:42:09.211,714.975,726.8498
2025-07-05 14:42:09.211,714.975,726.8498
2025-07-05 14:42:09.211,714.975,726.8498
2025-07-05 14:42:09.211,714.975,726.8498
2025-07-05 14:42:09.212,714.976,726.8498
2025-07-05 14:42:09.256,715.021,726.8498
2025-07-05 14:42:09.256,715.021,726.8498
2025-07-05 14:42:09.256,715.021,726.8498
2025-07-05 14:42:09.352,715.116,726.8498
2025-07-05 14:42:09.352,715.116,726.8498
2025-07-05 14:42:09.352,715.116,726.8498
2025-07-05 14:42:09.352,715.116,726.8498
2025-07-05 14:42:09.353,715.117,726.8498
2025-07-05 14:42:09.353,715.117,726.8498
2025-07-05 14:42:09.399,715.164,726.8498
2025-07-05 14:42:09.399,715.164,726.8498
2025-07-05 14:42:09.399,715.164,726.8498
2025-07-05 14:42:09.399,715.164,726.8498
2025-07-05 14:42:09.399,715.164,726.8498
2025-07-05 14:42:09.401,715.165,726.8498
2025-07-05 14:42:09.401,715.165,726.8498
2025-07-05 14:42:09.447,715.211,726.8498
2025-07-05 14:42:09.447,715.211,726.8498
2025-07-05 14:42:09.447,715.211,726.8498
2025-07-05 14:42:09.447,715.211,726.8498
2025-07-05 14:42:09.448,715.212,726.8498
2025-07-05 14:42:09.448,715.212,726.8498
2025-07-05 14:42:09.448,715.212,726.8498
2025-07-05 14:42:09.494,715.258,726.8498
2025-07-05 14:42:09.494,715.258,726.8498
2025-07-05 14:42:09.494,715.258,726.8498
2025-07-05 14:42:09.494,715.258,726.8498
2025-07-05 14:42:09.494,715.258,726.8498
2025-07-05 14:42:09.541,715.305,726.8498
2025-07-05 14:42:09.541,715.305,460.7233
2025-07-05 14:42:09.588,715.352,460.7233
2025-07-05 14:42:09.588,715.352,460.7233
2025-07-05 14:42:09.588,715.352,460.7233
2025-07-05 14:42:09.588,715.352,460.7233
2025-07-05 14:42:09.588,715.352,460.7233
2025-07-05 14:42:09.588,715.352,460.7233
2025-07-05 14:42:09.588,715.352,460.7233
2025-07-05 14:42:09.635,715.399,460.7233
2025-07-05 14:42:09.635,715.399,460.7233
2025-07-05 14:42:09.635,715.399,460.7233
2025-07-05 14:42:09.635,715.399,460.7233
2025-07-05 14:42:09.636,715.4,460.7233
2025-07-05 14:42:09.636,715.4,460.7233
2025-07-05 14:42:09.636,715.4,460.7233
2025-07-05 14:42:09.636,715.4,460.7233
2025-07-05 14:42:09.636,715.4,460.7233
2025-07-05 14:42:09.636,715.4,460.7233
2025-07-05 14:42:09.682,715.446,460.7233
2025-07-05 14:42:09.682,715.446,460.7233
2025-07-05 14:42:09.727,715.491,460.7233
2025-07-05 14:42:09.728,715.492,460.7233
2025-07-05 14:42:09.728,715.492,460.7233
2025-07-05 14:42:09.728,715.492,460.7233
2025-07-05 14:42:09.774,715.538,460.7233
2025-07-05 14:42:09.774,715.538,460.7233
2025-07-05 14:42:09.821,715.585,460.7233
2025-07-05 14:42:09.821,715.585,460.7233
2025-07-05 14:42:09.822,715.586,460.7233
2025-07-05 14:42:09.822,715.586,460.7233
2025-07-05 14:42:09.822,715.586,460.7233
2025-07-05 14:42:09.822,715.586,460.7233
2025-07-05 14:42:09.822,715.586,460.7233
2025-07-05 14:42:09.822,715.586,460.7233
2025-07-05 14:42:09.868,715.632,460.7233
2025-07-05 14:42:09.868,715.632,460.7233
2025-07-05 14:42:09.868,715.632,460.7233
2025-07-05 14:42:09.868,715.632,460.7233
2025-07-05 14:42:09.868,715.632,460.7233
2025-07-05 14:42:09.868,715.632,460.7233
2025-07-05 14:42:09.868,715.632,460.7233
2025-07-05 14:42:09.868,715.632,460.7233
2025-07-05 14:42:09.868,715.632,460.7233
2025-07-05 14:42:09.869,715.633,460.7233
2025-07-05 14:42:09.914,715.678,460.7233
2025-07-05 14:42:09.960,715.724,460.7233
2025-07-05 14:42:10.022,715.787,460.7233
2025-07-05 14:42:10.022,715.787,460.7233
2025-07-05 14:42:10.022,715.787,460.7233
2025-07-05 14:42:10.023,715.788,460.7233
2025-07-05 14:42:10.023,715.788,460.7233
2025-07-05 14:42:10.023,715.788,460.7233
2025-07-05 14:42:10.023,715.788,460.7233
2025-07-05 14:42:10.023,715.788,460.7233
2025-07-05 14:42:10.023,715.788,460.7233
2025-07-05 14:42:10.024,715.789,460.7233
2025-07-05 14:42:10.024,715.789,460.7233
2025-07-05 14:42:10.070,715.834,460.7233
2025-07-05 14:42:10.070,715.834,460.7233
2025-07-05 14:42:10.070,715.834,460.7233
2025-07-05 14:42:10.071,715.835,460.7233
2025-07-05 14:42:10.071,715.835,460.7233
2025-07-05 14:42:10.071,715.835,460.7233
2025-07-05 14:42:10.118,715.882,460.7233
2025-07-05 14:42:10.118,715.882,460.7233
2025-07-05 14:42:10.118,715.882,460.7233
2025-07-05 14:42:10.118,715.882,460.7233
2025-07-05 14:42:10.118,715.882,460.7233
2025-07-05 14:42:10.118,715.882,460.7233
2025-07-05 14:42:10.165,715.929,460.7233
2025-07-05 14:42:10.166,715.93,460.7233
2025-07-05 14:42:10.166,715.93,460.7233
2025-07-05 14:42:10.166,715.93,460.7233
2025-07-05 14:42:10.167,715.931,60.48783
2025-07-05 14:42:10.212,715.976,60.48783
2025-07-05 14:42:10.212,715.976,60.48783
2025-07-05 14:42:10.212,715.976,60.48783
2025-07-05 14:42:10.213,715.978,60.48783
2025-07-05 14:42:10.213,715.978,60.48783
2025-07-05 14:42:10.261,716.025,60.48783
2025-07-05 14:42:10.261,716.025,60.48783
2025-07-05 14:42:10.262,716.026,60.48783
2025-07-05 14:42:10.263,716.027,60.48783
2025-07-05 14:42:10.263,716.027,60.48783
2025-07-05 14:42:10.263,716.027,60.48783
2025-07-05 14:42:10.263,716.027,60.48783
2025-07-05 14:42:10.264,716.028,60.48783
2025-07-05 14:42:10.264,716.028,60.48783
2025-07-05 14:42:10.264,716.028,60.48783
2025-07-05 14:42:10.264,716.028,60.48783
2025-07-05 14:42:10.264,716.028,60.48783
2025-07-05 14:42:10.307,716.072,60.48783
2025-07-05 14:42:10.307,716.072,60.48783
2025-07-05 14:42:10.307,716.072,60.48783
2025-07-05 14:42:10.354,716.118,60.48783
2025-07-05 14:42:10.402,716.166,60.48783
2025-07-05 14:42:10.402,716.166,60.48783
2025-07-05 14:42:10.402,716.166,60.48783
2025-07-05 14:42:10.403,716.167,60.48783
2025-07-05 14:42:10.450,716.214,60.48783
2025-07-05 14:42:10.450,716.214,60.48783
2025-07-05 14:42:10.450,716.214,60.48783
2025-07-05 14:42:10.450,716.214,60.48783
2025-07-05 14:42:10.450,716.214,60.48783
2025-07-05 14:42:10.450,716.214,60.48783
2025-07-05 14:42:10.450,716.214,60.48783
2025-07-05 14:42:10.450,716.214,60.48783
2025-07-05 14:42:10.450,716.214,60.48783
2025-07-05 14:42:10.450,716.214,60.48783
2025-07-05 14:42:10.497,716.261,60.48783
2025-07-05 14:42:10.497,716.261,60.48783
2025-07-05 14:42:10.497,716.261,60.48783
2025-07-05 14:42:10.498,716.262,60.48783
2025-07-05 14:42:10.498,716.262,60.48783
2025-07-05 14:42:10.543,716.308,60.48783
2025-07-05 14:42:10.543,716.308,60.48783
2025-07-05 14:42:10.543,716.308,60.48783
2025-07-05 14:42:10.545,716.309,60.48783
2025-07-05 14:42:10.591,716.355,60.48783
2025-07-05 14:42:10.638,716.402,60.48783
2025-07-05 14:42:10.638,716.402,60.48783
2025-07-05 14:42:10.638,716.402,60.48783
2025-07-05 14:42:10.638,716.402,60.48783
2025-07-05 14:42:10.638,716.402,60.48783
2025-07-05 14:42:10.639,716.403,60.48783
2025-07-05 14:42:10.639,716.403,60.48783
2025-07-05 14:42:10.639,716.403,60.48783
2025-07-05 14:42:10.639,716.403,60.48783
2025-07-05 14:42:10.639,716.403,60.48783
2025-07-05 14:42:10.639,716.403,60.48783
2025-07-05 14:42:10.639,716.403,60.48783
2025-07-05 14:42:10.684,716.448,60.48783
2025-07-05 14:42:10.684,716.448,60.48783
2025-07-05 14:42:10.684,716.448,60.48783
2025-07-05 14:42:10.684,716.448,60.48783
2025-07-05 14:42:10.684,716.448,60.48783
2025-07-05 14:42:10.731,716.496,60.48783
2025-07-05 14:42:10.779,716.544,60.48783
2025-07-05 14:42:10.779,716.544,60.48783
2025-07-05 14:42:10.779,716.544,60.48783
2025-07-05 14:42:10.779,716.544,60.48783
2025-07-05 14:42:10.781,716.545,60.48783
2025-07-05 14:42:10.826,716.59,60.48783
2025-07-05 14:42:10.826,716.59,60.48783
2025-07-05 14:42:10.826,716.59,60.48783
2025-07-05 14:42:10.826,716.59,60.48783
2025-07-05 14:42:10.827,716.591,60.48783
2025-07-05 14:42:10.872,716.636,60.48783
2025-07-05 14:42:10.872,716.636,60.48783
2025-07-05 14:42:10.872,716.636,60.48783
2025-07-05 14:42:10.872,716.636,60.48783
2025-07-05 14:42:10.872,716.636,60.48783
2025-07-05 14:42:10.872,716.636,60.48783
2025-07-05 14:42:10.872,716.636,60.48783
2025-07-05 14:42:10.872,716.636,60.48783
2025-07-05 14:42:10.873,716.637,60.48783
2025-07-05 14:42:10.920,716.684,60.48783
2025-07-05 14:42:10.921,716.685,60.48783
2025-07-05 14:42:10.921,716.685,60.48783
2025-07-05 14:42:10.921,716.685,60.48783
2025-07-05 14:42:10.921,716.685,60.48783
2025-07-05 14:42:10.967,716.731,60.48783
2025-07-05 14:42:10.967,716.731,0
2025-07-05 14:42:11.012,716.776,0
2025-07-05 14:42:57.634,763.398,0
2025-07-05 14:42:57.634,763.398,0
2025-07-05 14:42:57.680,763.444,0
2025-07-05 14:42:57.680,763.444,0
2025-07-05 14:42:57.727,763.491,0
2025-07-05 14:42:57.727,763.491,0
2025-07-05 14:42:57.727,763.491,0
2025-07-05 14:42:57.727,763.491,0
2025-07-05 14:42:57.727,763.491,0
2025-07-05 14:42:57.727,763.491,137.2213
2025-07-05 14:42:57.774,763.538,137.2213
2025-07-05 14:42:57.774,763.538,137.2213
2025-07-05 14:42:57.774,763.538,137.2213
2025-07-05 14:42:57.775,763.54,137.2213
2025-07-05 14:42:57.775,763.54,137.2213
2025-07-05 14:42:57.821,763.586,137.2213
2025-07-05 14:42:57.821,763.586,137.2213
2025-07-05 14:42:57.821,763.586,137.2213
2025-07-05 14:42:57.821,763.586,137.2213
2025-07-05 14:42:57.821,763.586,137.2213
2025-07-05 14:42:57.821,763.586,137.2213
2025-07-05 14:42:57.821,763.586,137.2213
2025-07-05 14:42:57.823,763.587,137.2213
2025-07-05 14:42:57.823,763.587,137.2213
2025-07-05 14:42:57.823,763.587,137.2213
2025-07-05 14:42:57.823,763.587,137.2213
2025-07-05 14:42:57.869,763.633,137.2213
2025-07-05 14:42:57.869,763.633,137.2213
2025-07-05 14:42:57.915,763.679,137.2213
2025-07-05 14:42:57.962,763.726,137.2213
2025-07-05 14:42:57.962,763.726,137.2213
2025-07-05 14:42:57.962,763.726,137.2213
2025-07-05 14:42:57.962,763.726,137.2213
2025-07-05 14:42:57.963,763.728,137.2213
2025-07-05 14:42:57.963,763.728,137.2213
2025-07-05 14:42:57.964,763.729,137.2213
2025-07-05 14:42:57.964,763.729,137.2213
2025-07-05 14:42:58.008,763.772,137.2213
2025-07-05 14:42:58.008,763.773,137.2213
2025-07-05 14:42:58.008,763.773,137.2213
2025-07-05 14:42:58.008,763.773,137.2213
2025-07-05 14:42:58.008,763.773,137.2213
2025-07-05 14:42:58.010,763.774,137.2213
2025-07-05 14:42:58.010,763.774,137.2213
2025-07-05 14:42:58.010,763.774,137.2213
2025-07-05 14:42:58.055,763.82,137.2213
2025-07-05 14:42:58.055,763.82,137.2213
2025-07-05 14:42:58.055,763.82,137.2213
2025-07-05 14:42:58.104,763.868,137.2213
2025-07-05 14:42:58.104,763.868,137.2213
2025-07-05 14:42:58.104,763.868,137.2213
2025-07-05 14:42:58.151,763.915,137.2213
2025-07-05 14:42:58.151,763.915,137.2213
2025-07-05 14:42:58.151,763.915,137.2213
2025-07-05 14:42:58.151,763.915,137.2213
2025-07-05 14:42:58.152,763.916,137.2213
2025-07-05 14:42:58.152,763.916,770.8317
2025-07-05 14:42:58.197,763.961,770.8317
2025-07-05 14:42:58.197,763.961,770.8317
2025-07-05 14:42:58.197,763.961,770.8317
2025-07-05 14:42:58.198,763.963,770.8317
2025-07-05 14:42:58.198,763.963,770.8317
2025-07-05 14:42:58.198,763.963,770.8317
2025-07-05 14:42:58.198,763.963,770.8317
2025-07-05 14:42:58.198,763.963,770.8317
2025-07-05 14:42:58.244,764.008,770.8317
2025-07-05 14:42:58.244,764.008,770.8317
2025-07-05 14:42:58.244,764.008,770.8317
2025-07-05 14:42:58.245,764.01,770.8317
2025-07-05 14:42:58.245,764.01,770.8317
2025-07-05 14:42:58.245,764.01,770.8317
2025-07-05 14:42:58.245,764.01,770.8317
2025-07-05 14:42:58.290,764.054,770.8317
2025-07-05 14:42:58.337,764.102,770.8317
2025-07-05 14:42:58.337,764.102,770.8317
2025-07-05 14:42:58.337,764.102,770.8317
2025-07-05 14:42:58.384,764.148,770.8317
2025-07-05 14:42:58.384,764.148,770.8317
2025-07-05 14:42:58.384,764.148,770.8317
2025-07-05 14:42:58.384,764.148,770.8317
2025-07-05 14:42:58.384,764.148,770.8317
2025-07-05 14:42:58.385,764.149,770.8317
2025-07-05 14:42:58.385,764.149,770.8317
2025-07-05 14:42:58.385,764.149,770.8317
2025-07-05 14:42:58.385,764.149,770.8317
2025-07-05 14:42:58.385,764.149,770.8317
2025-07-05 14:42:58.385,764.149,770.8317
2025-07-05 14:42:58.431,764.195,770.8317
2025-07-05 14:42:58.431,764.195,770.8317
2025-07-05 14:42:58.431,764.195,770.8317
2025-07-05 14:42:58.431,764.195,770.8317
2025-07-05 14:42:58.478,764.242,770.8317
2025-07-05 14:42:58.478,764.242,770.8317
2025-07-05 14:42:58.478,764.242,770.8317
2025-07-05 14:42:58.478,764.242,770.8317
2025-07-05 14:42:58.478,764.242,770.8317
2025-07-05 14:42:58.478,764.242,770.8317
2025-07-05 14:42:58.525,764.289,770.8317
2025-07-05 14:42:58.525,764.289,770.8317
2025-07-05 14:42:58.526,764.29,770.8317
2025-07-05 14:42:58.526,764.29,770.8317
2025-07-05 14:42:58.572,764.336,770.8317
2025-07-05 14:42:58.573,764.338,770.8317
2025-07-05 14:42:58.573,764.338,770.8317
2025-07-05 14:42:58.573,764.338,770.8317
2025-07-05 14:42:58.574,764.339,770.8317
2025-07-05 14:42:58.576,764.34,754.1478
2025-07-05 14:42:58.604,764.368,754.1478
2025-07-05 14:42:58.604,764.368,754.1478
2025-07-05 14:42:58.604,764.368,754.1478
2025-07-05 14:42:58.604,764.368,754.1478
2025-07-05 14:42:58.604,764.368,754.1478
2025-07-05 14:42:58.604,764.368,754.1478
2025-07-05 14:42:58.604,764.368,754.1478
2025-07-05 14:42:58.604,764.368,754.1478
2025-07-05 14:42:58.605,764.369,754.1478
2025-07-05 14:42:58.605,764.369,754.1478
2025-07-05 14:42:58.605,764.369,754.1478
2025-07-05 14:42:58.605,764.369,754.1478
2025-07-05 14:42:58.605,764.369,754.1478
2025-07-05 14:42:58.667,764.431,754.1478
2025-07-05 14:42:58.667,764.431,754.1478
2025-07-05 14:42:58.715,764.479,754.1478
2025-07-05 14:42:58.715,764.479,754.1478
2025-07-05 14:42:58.716,764.481,754.1478
2025-07-05 14:42:58.763,764.527,754.1478
2025-07-05 14:42:58.763,764.527,754.1478
2025-07-05 14:42:58.763,764.527,754.1478
2025-07-05 14:42:58.763,764.527,754.1478
2025-07-05 14:42:58.764,764.528,754.1478
2025-07-05 14:42:58.810,764.575,754.1478
2025-07-05 14:42:58.810,764.575,754.1478
2025-07-05 14:42:58.810,764.575,754.1478
2025-07-05 14:42:58.812,764.576,754.1478
2025-07-05 14:42:58.812,764.576,754.1478
