Timestamp,Relative_Time,reference_M_Pa,HPL1_cr_01,HPL3_cr_03,HPL4_cr_02
2025-06-30 09:24:43.767,782.016,0,-196516,-85577,43359
2025-06-30 09:24:43.768,782.017,0,-196516,-85577,43361
2025-06-30 09:24:43.768,782.017,0,-196547,-85577,43361
2025-06-30 09:24:43.813,782.062,0,-196547,-85577,43361
2025-06-30 09:24:43.813,782.062,0,-196547,-85577,43361
2025-06-30 09:24:43.814,782.063,0,-196547,-85577,43361
2025-06-30 09:24:43.814,782.063,0,-196547,-85577,43361
2025-06-30 09:24:43.815,782.064,0,-196547,-85577,43361
2025-06-30 09:24:43.815,782.064,0,-196547,-85577,43361
2025-06-30 09:24:43.816,782.065,0,-196547,-85577,43361
2025-06-30 09:24:43.816,782.065,0,-196547,-85577,43361
2025-06-30 09:24:43.816,782.065,0,-196547,-85577,43361
2025-06-30 09:24:43.816,782.065,0,-196547,-85577,43361
2025-06-30 09:24:43.845,782.093,0,-196547,-85577,43361
2025-06-30 09:24:43.845,782.093,0,-196547,-85577,43361
2025-06-30 09:24:43.845,782.094,0,-196547,-85577,43361
2025-06-30 09:24:43.845,782.094,0,-196547,-85577,43361
2025-06-30 09:24:43.845,782.094,0,-196547,-85577,43361
2025-06-30 09:24:43.845,782.094,0,-196547,-85577,43361
2025-06-30 09:24:43.845,782.094,0,-196547,-85577,43361
2025-06-30 09:24:43.845,782.094,0,-196547,-85577,43361
2025-06-30 09:24:43.846,782.095,0,-196547,-85577,43361
2025-06-30 09:24:43.846,782.095,0,-196547,-85577,43361
2025-06-30 09:24:43.846,782.095,0,-196547,-85577,43361
2025-06-30 09:24:43.846,782.095,0,-196547,-85523,43361
2025-06-30 09:24:43.846,782.095,0,-196547,-85523,43371
2025-06-30 09:24:43.907,782.156,0,-196547,-85523,43371
2025-06-30 09:24:43.907,782.156,0,-196547,-85523,43371
2025-06-30 09:24:43.907,782.156,0,-196547,-85523,43371
2025-06-30 09:24:43.907,782.156,0,-196547,-85523,43371
2025-06-30 09:24:43.907,782.156,0,-196547,-85523,43371
2025-06-30 09:24:43.908,782.157,0,-196340,-85523,43371
2025-06-30 09:24:43.954,782.203,0,-196340,-85523,43371
2025-06-30 09:24:43.954,782.203,0,-196340,-85523,43371
2025-06-30 09:24:43.954,782.203,0,-196340,-85523,43371
2025-06-30 09:24:43.954,782.203,0,-196340,-85523,43371
2025-06-30 09:24:44.001,782.25,0,-196340,-85523,43371
2025-06-30 09:24:44.002,782.251,0,-196340,-85523,43371
2025-06-30 09:24:44.002,782.251,0,-196340,-85523,43371
2025-06-30 09:24:44.003,782.251,0,-196340,-85523,43371
2025-06-30 09:24:44.003,782.251,0,-196340,-85523,43371
2025-06-30 09:24:44.004,782.252,0,-196340,-85523,43371
2025-06-30 09:24:44.004,782.252,0,-196340,-85523,43369
2025-06-30 09:24:44.004,782.252,0,-196508,-85523,43369
2025-06-30 09:24:44.047,782.296,0,-196508,-85523,43369
2025-06-30 09:24:44.047,782.296,0,-196508,-85523,43369
2025-06-30 09:24:44.048,782.297,0,-196508,-85523,43369
2025-06-30 09:24:44.048,782.297,0,-196508,-85523,43369
2025-06-30 09:24:44.048,782.297,0,-196508,-85523,43369
2025-06-30 09:24:44.048,782.297,0,-196508,-85523,43369
2025-06-30 09:24:44.048,782.297,0,-196508,-85523,43369
2025-06-30 09:24:44.048,782.297,0,-196508,-85523,43369
2025-06-30 09:24:44.095,782.343,0,-196508,-85523,43369
2025-06-30 09:24:44.095,782.343,0,-196508,-85523,43369
2025-06-30 09:24:44.095,782.343,0,-196508,-85523,43369
2025-06-30 09:24:44.095,782.343,0,-196508,-85523,43369
2025-06-30 09:24:44.095,782.343,0,-196508,-85523,43369
2025-06-30 09:24:44.096,782.344,0,-196508,-85523,43369
2025-06-30 09:24:44.127,782.376,0,-196508,-85523,43369
2025-06-30 09:24:44.127,782.376,0,-196508,-85523,43369
2025-06-30 09:24:44.127,782.376,0,-196508,-85523,43369
2025-06-30 09:24:44.127,782.376,0,-196508,-85523,43369
2025-06-30 09:24:44.127,782.376,0,-196508,-85523,43369
2025-06-30 09:24:44.127,782.376,0,-196508,-85523,43369
2025-06-30 09:24:44.127,782.376,0,-196508,-85523,43369
2025-06-30 09:24:44.127,782.376,0,-196508,-85565,43369
2025-06-30 09:24:44.128,782.377,0,-196508,-85565,43364
2025-06-30 09:24:44.128,782.377,0,-196534,-85565,43364
2025-06-30 09:24:44.128,782.377,0,-196534,-85565,43364
2025-06-30 09:24:44.128,782.377,0,-196534,-85565,43364
2025-06-30 09:24:44.172,782.421,0,-196534,-85565,43364
2025-06-30 09:24:44.218,782.467,0,-196534,-85565,43364
2025-06-30 09:24:44.218,782.467,0,-196534,-85565,43364
2025-06-30 09:24:44.219,782.468,0,-196534,-85565,43364
2025-06-30 09:24:44.219,782.468,0,-196534,-85565,43364
2025-06-30 09:24:44.250,782.499,0,-196534,-85565,43364
2025-06-30 09:24:44.250,782.499,0,-196534,-85565,43364
2025-06-30 09:24:44.251,782.5,0,-196534,-85565,43364
2025-06-30 09:24:44.251,782.5,0,-196534,-85565,43364
2025-06-30 09:24:44.251,782.5,0,-196534,-85565,43364
2025-06-30 09:24:44.251,782.5,0,-196534,-85565,43364
2025-06-30 09:24:44.251,782.5,0,-196534,-85565,43364
2025-06-30 09:24:44.251,782.5,0,-196534,-85565,43364
2025-06-30 09:24:44.251,782.5,0,-196534,-85565,43364
2025-06-30 09:24:44.251,782.5,0,-196534,-85565,43364
