Timestamp,Relative_Time,PT-L01_2_1_V,PT-M02_2_2_V,PT-M01_2_3_V,reference_M_Pa
2025-06-30 08:35:09.743,1780.876,0.87075,2.333875,0.859875,0
2025-06-30 08:35:09.788,1780.921,0.87075,2.333875,0.859875,0
2025-06-30 08:35:09.788,1780.921,0.87075,2.333875,0.859875,0
2025-06-30 08:35:09.788,1780.921,0.87075,2.333875,0.859875,0
2025-06-30 08:35:09.788,1780.921,0.87075,2.333875,0.859875,0
2025-06-30 08:35:09.789,1780.922,0.87075,2.333875,0.859875,0
2025-06-30 08:35:09.789,1780.922,0.87075,2.333875,0.859875,0
2025-06-30 08:35:09.789,1780.922,0.87075,2.333875,0.859875,0
2025-06-30 08:35:09.789,1780.922,0.87075,2.333875,0.859875,0
2025-06-30 08:35:09.789,1780.922,0.87075,2.333875,0.859875,0
2025-06-30 08:35:09.834,1780.967,0.87075,2.333875,0.859875,0
2025-06-30 08:35:09.834,1780.967,0.87075,2.333875,0.859875,0
2025-06-30 08:35:09.835,1780.968,0.87075,2.333875,0.859875,0
2025-06-30 08:35:09.881,1781.014,0.87075,2.333875,0.859875,0
2025-06-30 08:35:09.881,1781.014,0.87075,2.333875,0.859875,0
2025-06-30 08:35:09.881,1781.014,0.87075,2.3335,0.859875,0
2025-06-30 08:35:09.881,1781.014,0.87075,2.3335,0.859875,0
2025-06-30 08:35:09.881,1781.014,0.87075,2.3335,0.859875,0
2025-06-30 08:35:09.882,1781.015,0.87075,2.3335,0.859875,0
2025-06-30 08:35:09.882,1781.015,0.87075,2.3335,0.859875,0
2025-06-30 08:35:09.882,1781.015,0.87075,2.3335,0.859875,0
2025-06-30 08:35:09.882,1781.015,0.87075,2.3335,0.859875,0
2025-06-30 08:35:09.928,1781.061,0.87075,2.3335,0.85725,0
2025-06-30 08:35:09.928,1781.061,0.87075,2.3335,0.85725,0
2025-06-30 08:35:09.928,1781.061,0.87075,2.3335,0.85725,0
2025-06-30 08:35:09.928,1781.061,0.87075,2.3335,0.85725,0
2025-06-30 08:35:09.928,1781.061,0.87075,2.3335,0.85725,0
